id,refined_local_name,parent_id,refined_local_name_p,schema,vec_datatype_numeric,vec_datatype_text,vec_datatype_date,vec_datatype_miscellaneous,vec_constraint_pk,vec_constraint_fk,vec_constraint_notnull,vec_constraint_default,vec_constraint_unique,vec_constaint_check,concept_concat_info,concept_concat_sgtrt5,concept_concat_sgtrt5_dtype_constraints,reconstruction_error_zscore_sgtrt5,reconstruction_error_zscore_glove,reconstruction_error_lof_sgtrt5,reconstruction_error_lof_glove,reconstruction_error_01lof_sgtrt5,reconstruction_error_01lof_glove,reconstruction_error_pca2_glove,reconstruction_error_pca5_glove,reconstruction_error_pca2_sgtrt5,reconstruction_error_pca5_sgtrt5,reconstruction_error_01pca2_glove,reconstruction_error_01pca5_glove,reconstruction_error_01pca40_glove,reconstruction_error_01pca2_sgtrt5,reconstruction_error_01pca5_sgtrt5,reconstruction_error_01pca55_sgtrt5,reconstruction_error_01ae_v0_glove,reconstruction_error_01ae_v0_sgtrt5,reconstruction_error_01ae_v0_glove_b10,reconstruction_error_01ae_v0_sgtrt5_b10,reconstruction_error_ensemble_AHMb,reconstruction_error_ensemble_APC
CONCEPT_3,region id,CONCEPT_2,regions,HR_ORACLE,1,0,0,0,1,0,0,0,0,0,region id:regions:HR_ORACLE,regions region id,regions region id numeric primary key,0.8674633,0.7498218640231367,1.0613786,1.00522369766382,1.054675,1.0866894988627072,0.1087629673687054,0.0661144951414209,0.0006667189,0.00034259292,0.0511139019978422,0.0432754239355434,0.0011857992855467,0.042531323,0.022463495,0.001720421,717.80005,885.342,868.33344,1066.3125,0.6223371248335093,0.5486101943650514
CONCEPT_4,region name,CONCEPT_2,regions,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,region name:regions:HR_ORACLE,regions region name,regions region name text,0.93759793,0.7727787953506511,1.1238973,1.0290972467611896,1.1230073,1.10240181546831,0.0940424020579143,0.0930710854878255,0.00072765467,0.00050552405,0.0477365581309385,0.0446175193888005,0.0011741647447713,0.047439802,0.033829898,0.0022461202,700.441,938.06,854.7685,1121.8606,0.802543415400598,0.688932365213563
CONCEPT_6,country id,CONCEPT_5,countries,HR_ORACLE,0,0,0,0,1,0,0,0,0,0,country id:countries:HR_ORACLE,countries country id,countries country id primary key,0.86899716,0.7355185487995378,1.0689639,1.008052367851206,1.0745503,1.1059962912672652,0.1024682365481266,0.0640271534486467,0.0006598236,0.00035034269,0.0459387027278793,0.0404210571128705,0.0016325262191104,0.043027956,0.023194617,0.0017720858,669.043,911.4276,810.324,1096.4003,0.6573061884388474,0.575723640183996
CONCEPT_7,country name,CONCEPT_5,countries,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,country name:countries:HR_ORACLE,countries country name,countries country name text,0.93888885,0.7590606473808743,1.1012939,1.0283436940958974,1.0947077,1.163457301046713,0.090500317574024,0.0901246103401046,0.00073440204,0.00054855907,0.0434796349268724,0.0413170594349591,0.0014868956146636,0.04777795,0.03667466,0.002727719,654.6721,947.2551,800.6881,1138.1232,0.8024978313500838,0.6814828355767306
CONCEPT_8,region id,CONCEPT_5,countries,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,region id:countries:HR_ORACLE,countries region id,countries region id numeric foreign key,0.88388747,0.8855664369240837,1.0606996,1.0911064331361071,1.0597782,1.1505814631928115,0.154604867912326,0.1201950641763359,0.00066484604,0.0003065992,0.0563868470277255,0.0503030515792271,0.0019344240852223,0.04373959,0.020762118,0.0022116108,736.94556,903.5758,887.9712,1092.2142,0.6585828747969396,0.6370075238037914
CONCEPT_10,location id,CONCEPT_9,locations,HR_ORACLE,1,0,0,0,1,0,0,0,0,0,location id:locations:HR_ORACLE,locations location id,locations location id numeric primary key,0.8453646,0.7744147118190718,1.0417417,1.040714119536658,1.0578275,1.0675187346386052,0.1303903826587569,0.085498753683624,0.0005753665,0.0002817257,0.0407655201243848,0.0281175641044953,0.0050200174845368,0.037293885,0.01912164,0.002831336,649.94775,831.70703,783.5054,1035.5541,0.5276378541183944,0.48148971336321095
CONCEPT_11,street address,CONCEPT_9,locations,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,street address:locations:HR_ORACLE,locations street address,locations street address text,0.93113256,0.8930090817239774,1.0348682,1.1135272846266282,1.0461612,1.029804633518196,0.1611608175746556,0.1547242955095564,0.00068687444,0.0005391521,0.0473467894130463,0.034875513880313,0.0066038346150726,0.044719815,0.035440292,0.0049884724,689.4391,885.56934,828.66644,1081.0518,0.6671627572093151,0.614936346015041
CONCEPT_12,postal code,CONCEPT_9,locations,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,postal code:locations:HR_ORACLE,locations postal code,locations postal code text,0.89481336,0.8455037431835173,1.0243822,1.1113714939107284,1.0302799,1.0527298684088686,0.1514158192373714,0.1412686017421208,0.0006469474,0.00042444616,0.0432768876701459,0.0325553244343835,0.0019090673326964,0.041985136,0.027765846,0.0032809742,661.0675,880.3457,795.8194,1084.0146,0.6210774302040805,0.5727052776639072
CONCEPT_13,city,CONCEPT_9,locations,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,city:locations:HR_ORACLE,locations city,locations city text,0.90125686,0.7265171496234374,1.0419197,1.0340302763736702,1.0377951,1.0125759913844958,0.0923893187504844,0.0865311528087214,0.0006247497,0.00041524073,0.0336972281356179,0.0244064319584574,0.0015560700031403,0.04009355,0.028141566,0.003219724,610.8986,859.83264,750.0724,1067.386,0.6166852774460521,0.5075309192681193
CONCEPT_14,state province,CONCEPT_9,locations,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,state province:locations:HR_ORACLE,locations state province,locations state province text,0.92255884,0.9288588858517898,1.0866218,1.1500814166344435,1.090719,1.0512323566750366,0.206471708779775,0.1940584151503629,0.0007545154,0.0005198704,0.0513893094119691,0.0400591708369745,0.0058616886731759,0.04925893,0.035078164,0.00384342,714.4885,955.18616,849.38916,1145.5464,0.7923818348953833,0.7632643202759608
CONCEPT_15,country id,CONCEPT_9,locations,HR_ORACLE,0,0,0,0,0,1,0,0,0,0,country id:locations:HR_ORACLE,locations country id,locations country id foreign key,0.8561461,0.7419521174998297,1.0500325,1.0317196452609465,1.0463012,1.0299053376255367,0.1124876117339539,0.0875720284939661,0.0006060731,0.00025037522,0.0366819642903255,0.0263485108177051,0.0028228144934948,0.039269835,0.017021172,0.0019061798,624.2718,860.2654,763.07544,1058.9894,0.5762856386565905,0.5070298834918707
CONCEPT_17,department id,CONCEPT_16,departments,HR_ORACLE,1,0,0,0,1,0,0,0,0,0,department id:departments:HR_ORACLE,departments department id,departments department id numeric primary key,0.8384226,0.8011248924325001,1.085456,1.0227466858875311,1.0823458,1.1338908287024163,0.1323057056916076,0.0823911896419679,0.00062079815,0.00038322504,0.0421587842057959,0.0339847200376458,0.0015837885403137,0.04044308,0.025642596,0.0011450228,670.56464,893.0323,809.8785,1061.5483,0.6014413055189314,0.5729112721147627
CONCEPT_18,department name,CONCEPT_16,departments,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,department name:departments:HR_ORACLE,departments department name,departments department name text,0.9069527,0.7859238606075362,1.1135806,1.0532133846001204,1.1100546,1.0954735266367033,0.1074085572366628,0.1045656738312409,0.0006550881,0.0006314515,0.0381385386897471,0.036150554767714,0.0013785182320834,0.043534815,0.04190049,0.0016583424,637.41174,944.31323,777.7102,1114.1534,0.7389101449553473,0.6536579944811612
CONCEPT_19,manager id,CONCEPT_16,departments,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,manager id:departments:HR_ORACLE,departments manager id,departments manager id numeric foreign key,0.79935026,0.833080420638451,1.0861714,1.0273083690312117,1.0876635,1.1368662295525764,0.1337946257880796,0.0832846335737602,0.0005444875,0.00034892335,0.0440056274137831,0.0347163840729577,0.0046453437214586,0.035584282,0.023761444,0.0031460423,691.7728,866.3659,823.92267,1033.2765,0.5195579542942512,0.534352663067329
CONCEPT_20,location id,CONCEPT_16,departments,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,location id:departments:HR_ORACLE,departments location id,departments location id numeric foreign key,0.77925926,0.8086735493971666,1.0447375,1.0286903060242971,1.0450104,1.1574838251342252,0.1359750717238278,0.0860716900373531,0.00049294764,0.00028415455,0.0438749392432004,0.0343496333777813,0.0054602316686599,0.032418832,0.01899211,0.002890167,679.362,824.6143,812.0623,1003.22754,0.42204995112959065,0.43985975819216355
CONCEPT_22,job id,CONCEPT_21,jobs,HR_ORACLE,0,1,0,0,1,0,0,0,0,0,job id:jobs:HR_ORACLE,jobs job id,jobs job id text primary key,0.79530936,0.9109131966366936,1.0294554,1.05901192511994,1.0402695,1.2194392156824212,0.1534201600441241,0.0902661197708335,0.00046650865,0.0002644021,0.0519559425463288,0.0353243635463586,0.0027002999934833,0.030731803,0.017015183,0.0036951222,775.2851,829.7315,917.1183,1019.4104,0.4274341004860075,0.4818625042871988
CONCEPT_23,job title,CONCEPT_21,jobs,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,job title:jobs:HR_ORACLE,jobs job title,jobs job title text,0.8773574,0.9459904381925294,1.0632453,1.1345035581647815,1.0634351,1.3366323085402716,0.1656969994170464,0.131671156840414,0.0005597097,0.00054727675,0.052904953530692,0.0464307774964693,0.0036203421392508,0.03755984,0.036325123,0.001835484,781.3598,876.7569,919.106,1069.5619,0.5974160518081258,0.6090629461275916
CONCEPT_24,min salary,CONCEPT_21,jobs,HR_ORACLE,1,0,0,0,0,0,0,0,0,0,min salary:jobs:HR_ORACLE,jobs min salary,jobs min salary numeric,0.96504015,1.0467942018583385,1.1393908,1.2523059151265576,1.1378328,1.3298728676084908,0.2219189567547745,0.1866727143013132,0.00065788144,0.00062086777,0.0631608302385016,0.0572429467493654,0.0040569174252704,0.043148696,0.040759508,0.0042840065,826.75867,969.3602,948.4407,1138.5095,0.8280698895897126,0.8238625853548939
CONCEPT_25,max salary,CONCEPT_21,jobs,HR_ORACLE,1,0,0,0,0,0,0,0,0,0,max salary:jobs:HR_ORACLE,jobs max salary,jobs max salary numeric,0.964513,1.00393574947106,1.1403096,1.2448261437199084,1.1388897,1.3511041535120245,0.2067133677516357,0.1761428186617348,0.0006956525,0.00065298163,0.0605791153549377,0.0556099449707231,0.0046952362928525,0.046086237,0.04349415,0.004196127,812.0725,965.8556,940.92303,1145.1895,0.8480977230282966,0.8240562917840079
CONCEPT_27,employee id,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,1,0,0,0,0,0,employee id:employees:HR_ORACLE,employees employee id,employees employee id numeric primary key,0.77831936,0.6131269380548626,0.99821246,0.9897391409124414,1.0056578,0.9998103922517296,0.077649426759505,0.0357880249122594,0.00038493975,0.00013356953,0.018667939084683,0.0125164940123071,0.0011946908665197,0.025523067,0.009098203,0.0019934445,565.7036,781.36334,714.9284,981.3291,0.32261521271804006,0.24887003345905923
CONCEPT_28,first name,CONCEPT_26,employees,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,first name:employees:HR_ORACLE,employees first name,employees first name text,0.8200728,0.7538087956235495,0.999069,1.0413068761582582,1.0011984,0.9974220017132068,0.0958703458655214,0.0778693754122061,0.00037999699,0.00025153827,0.0252745321776779,0.018594554680469,0.0024989667063414,0.024533542,0.016614629,0.0024936511,598.1836,798.65784,759.36554,1004.65985,0.3748931532944453,0.3373134792530601
CONCEPT_29,last name,CONCEPT_26,employees,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,last name:employees:HR_ORACLE,employees last name,employees last name text,0.799984,0.7344605985315682,1.0025342,1.009779553602926,1.0021839,0.9984069729708624,0.089858380789025,0.0726000055579217,0.00037402372,0.0002596793,0.0232142236020342,0.0172387276842996,0.0032825751794625,0.02396071,0.016980765,0.0030870559,580.91956,784.4328,739.15894,999.0435,0.3557286164828237,0.3235485040680864
CONCEPT_30,email,CONCEPT_26,employees,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,email:employees:HR_ORACLE,employees email,employees email text,0.87114686,0.7112159174129928,1.015505,1.0093446674392414,1.0162153,1.0037837327240036,0.0899246506511269,0.0717658436577822,0.00044402943,0.0003127162,0.0210899376363087,0.014372678852544,0.0028658859816251,0.029081514,0.021187043,0.0005556139,569.35046,827.3707,736.32855,1026.4487,0.46951820704605096,0.3749183093972246
CONCEPT_31,phone number,CONCEPT_26,employees,HR_ORACLE,0,1,0,0,0,0,0,0,0,0,phone number:employees:HR_ORACLE,employees phone number,employees phone number text,0.8621548,0.8574430051053507,1.0073572,1.0564947420364992,1.0071133,1.0038636428401282,0.1503196386607261,0.1311711264031803,0.00046840947,0.0003088692,0.0335877044484722,0.0271408876774445,0.003632728336767,0.03038918,0.020884773,0.002534302,645.26184,827.32916,804.8291,1027.7375,0.4657093287245352,0.44658310909748256
CONCEPT_32,hire date,CONCEPT_26,employees,HR_ORACLE,0,0,1,0,0,0,0,0,0,0,hire date:employees:HR_ORACLE,employees hire date,employees hire date date,0.92595977,0.8677041106936271,1.068578,1.0613973919412627,1.0735682,1.0163583210594054,0.1629626997514631,0.1303100886287097,0.0005893399,0.0004683295,0.0353114483233127,0.0282098496646629,0.0076524897251022,0.03898556,0.031036153,0.0066086673,655.838,906.4579,809.1916,1128.5654,0.7056547287493826,0.6452328722532115
CONCEPT_33,job id,CONCEPT_26,employees,HR_ORACLE,0,1,0,0,0,1,0,0,0,0,job id:employees:HR_ORACLE,employees job id,employees job id text foreign key,0.7629361,0.7733117173261663,1.0069354,1.014782216873651,1.0152798,0.9958741799522274,0.1179638198695412,0.0586447897239877,0.00031842382,0.00011715543,0.0249291180154326,0.016568987746359,0.0028022358613861,0.021750495,0.00800378,0.0031579167,625.23224,765.635,776.69183,969.5433,0.2843938210501624,0.29732711915110244
CONCEPT_34,salary,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,0,0,0,0,0,0,salary:employees:HR_ORACLE,employees salary,employees salary numeric,0.9678526,0.7566283805795585,1.011534,1.0344768250329397,1.013337,1.0083331055684064,0.1094443276382408,0.0653051346039809,0.0005524221,0.00039546657,0.0252158789069294,0.0189311207935924,0.0057168565778241,0.03583342,0.02633881,0.0039350227,604.82025,907.6609,750.6133,1123.8284,0.6696388541355135,0.5265337564317074
CONCEPT_35,commission pct,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,0,0,0,0,0,0,commission pct:employees:HR_ORACLE,employees commission pct,employees commission pct numeric,0.95517844,0.92673921870609,1.1996907,1.1768013750248665,1.1988356,1.064532714076374,0.2053562471472708,0.1586255709825074,0.0007057869,0.00064025726,0.0400339455818924,0.033881074632157,0.0148875612315929,0.04702096,0.042463854,0.0023486542,691.69543,951.21466,834.1747,1149.482,0.8999873795694565,0.8462837679630072
CONCEPT_36,manager id,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,manager id:employees:HR_ORACLE,employees manager id,employees manager id numeric foreign key,0.8139575,0.7881346579336395,1.024629,1.0008576945534329,1.0225451,0.9911126305198468,0.1213239326937095,0.0650554916724136,0.00046268004,0.00025206702,0.0272404219445048,0.0184062953395871,0.0055086852005551,0.030557213,0.017193848,0.003945993,639.348,828.7739,791.4607,1017.8898,0.4339581581054694,0.4169909608844784
CONCEPT_37,department id,CONCEPT_26,employees,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,department id:employees:HR_ORACLE,employees department id,employees department id numeric foreign key,0.74614364,0.7551537939502517,1.0243173,1.0109351311962247,1.03291,0.9956790904323608,0.1195053036387255,0.0634214973013131,0.00036942007,0.00020002048,0.0248840992042972,0.0177917168666819,0.0039106593381355,0.024459414,0.013476357,0.0027324746,617.2509,773.66345,776.0841,963.60864,0.298865814245454,0.3153766079322304
CONCEPT_39,employee id,CONCEPT_38,job history,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,employee id:job history:HR_ORACLE,job history employee id,job history employee id numeric foreign key,0.7767108,0.979385773283998,1.0130749,1.1623464531856702,1.0129892,1.229496604288678,0.2175102719173089,0.1263894543881308,0.00037716856,0.00022917014,0.0691054177111009,0.0295065687801578,0.0036539200128893,0.025878603,0.015022538,0.0023854906,837.0126,805.00867,975.75,1016.88,0.36664736411243787,0.46682071183619017
CONCEPT_40,start date,CONCEPT_38,job history,HR_ORACLE,0,0,1,0,0,0,0,0,0,0,start date:job history:HR_ORACLE,job history start date,job history start date date,0.91181785,1.0420517628212476,1.0789988,1.181824716570646,1.1035669,1.2603464853904696,0.236246665271281,0.1979967554009361,0.00060978596,0.00057622977,0.0739377300814476,0.0589893461499164,0.0037755302907126,0.039951593,0.03763246,0.0044462592,853.20013,907.4166,980.7607,1123.8779,0.7067776143532948,0.7388169418641299
CONCEPT_41,end date,CONCEPT_38,job history,HR_ORACLE,0,0,1,0,0,0,0,0,0,0,end date:job history:HR_ORACLE,job history end date,job history end date date,0.910873,1.0600255500348394,1.0800987,1.1707645065947705,1.0819875,1.2704200113878723,0.2484806084824216,0.2086074945738508,0.00059688167,0.00056504284,0.0762613088547253,0.0624929188305804,0.0034656744151906,0.04000018,0.037654568,0.0059508383,854.4704,892.3305,987.46063,1108.5507,0.687441845431141,0.7286421671690113
CONCEPT_42,job id,CONCEPT_38,job history,HR_ORACLE,0,1,0,0,0,1,0,0,0,0,job id:job history:HR_ORACLE,job history job id,job history job id text foreign key,0.8116496,0.9909342833226196,1.0547186,1.165542713572026,1.0918456,1.211230341341918,0.2146630756956191,0.1144549802906124,0.0004822968,0.0003683731,0.0688124482114337,0.031274826892571,0.0031252108406997,0.031993177,0.023757959,0.0018114283,842.9401,837.6427,977.2939,1042.0945,0.48876574071671813,0.5691229923434191
CONCEPT_43,department id,CONCEPT_38,job history,HR_ORACLE,1,0,0,0,0,1,0,0,0,0,department id:job history:HR_ORACLE,job history department id,job history department id numeric foreign key,0.8164642,0.9727763599467052,1.0542562,1.172694468947877,1.0538251,1.228115467431551,0.214986900863394,0.1300573475379282,0.00049406965,0.00037409354,0.0684851733142134,0.0311551457815365,0.002755531227653,0.032531742,0.024364961,0.0024377129,830.62537,845.8346,976.4302,1038.445,0.4923021422393771,0.5606134413440047
CONCEPT_46,customer id,CONCEPT_45,customers,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,customer id:customers:OC_ORACLE,customers customer id,customers customer id numeric primary key,0.65374213,0.532706372925975,0.97429144,0.9827737597021972,0.9720673,0.9813222128877828,0.0626963811279145,0.0363023565611001,0.00032630016,8.011408e-05,0.0228922305333442,0.0178179328047237,0.0012623494007012,0.020665625,0.005356522,0.0014450507,530.56635,746.06067,661.1182,954.6214,0.16542357101148236,0.1438241964386986
CONCEPT_47,email address,CONCEPT_45,customers,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,email address:customers:OC_ORACLE,customers email address,customers email address text,0.7891555,0.8092311969697583,1.0159634,1.0794508581512905,1.0192794,1.0021942651643725,0.1549658218123161,0.1521753243718595,0.00051549,0.00032561133,0.0411902730781315,0.0314387359511257,0.0035551243116346,0.0343549,0.021887163,0.0023716798,640.75146,814.9558,781.81635,1015.0696,0.4240128793773865,0.434930026733705
CONCEPT_48,full name,CONCEPT_45,customers,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,full name:customers:OC_ORACLE,customers full name,customers full name text,0.74413395,0.63379926528764,1.0000492,1.0126889609612857,1.0008721,1.00516767488637,0.0857580062416959,0.0719804092859076,0.0004958848,0.0002519325,0.028187414626012,0.0183230878546507,0.0060279862589369,0.031840578,0.016671173,0.005682574,557.3311,785.683,684.1294,987.2502,0.3435661406321946,0.3042900913484125
CONCEPT_50,store id,CONCEPT_49,stores,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,store id:stores:OC_ORACLE,stores store id,stores store id numeric primary key,0.7564457,0.6393024274706169,1.0597854,0.99747286030104,1.0697675,1.0435181765425428,0.0835084355190824,0.0458542139889814,0.0005139404,0.000319878,0.0359233723884833,0.0183199537693775,0.0023219025651748,0.033424255,0.021586386,0.0020046756,611.3509,800.184,744.72626,982.98706,0.4056872618819375,0.3601046460646222
CONCEPT_51,store name,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,store name:stores:OC_ORACLE,stores store name,stores store name text,0.8081419,0.6622593587981314,1.0615313,1.0082312384895142,1.0622045,1.0517508449175703,0.0723523894793093,0.067133133476919,0.0005115305,0.00047749432,0.0315182191219671,0.0161405538227294,0.0021916008029306,0.034337297,0.03222674,0.0032902649,591.572,815.5588,730.49603,998.4367,0.4590014606485321,0.3868670273460918
CONCEPT_52,web address,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,web address:stores:OC_ORACLE,stores web address,stores web address text,0.89004105,0.837782861086177,1.1147456,1.1473891904434872,1.1195796,1.046383160117898,0.1369999966718246,0.1300823248086846,0.00066548836,0.0005934702,0.042822692513584,0.0248293706502977,0.0056914807134068,0.044617254,0.039599773,0.003468455,669.44507,916.57153,807.81714,1120.4432,0.7374814488191788,0.6889182642543886
CONCEPT_53,physical address,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,physical address:stores:OC_ORACLE,stores physical address,stores physical address text,0.84559965,0.8394059949468349,1.0518534,1.1857032056336394,1.0565051,1.0282156048519708,0.1477587810674247,0.1402579932224884,0.0005952294,0.0005164671,0.0444435955204804,0.027163474508332,0.0068667365784919,0.040372718,0.034928653,0.004139238,660.02014,863.61334,789.16437,1064.694,0.5721204583219004,0.5564571740325325
CONCEPT_54,latitude,CONCEPT_49,stores,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,latitude:stores:OC_ORACLE,stores latitude,stores latitude numeric,0.8867738,0.8290985027270112,1.0550445,1.1522021213324145,1.0580367,1.0757901470333509,0.1255010307915104,0.1182795462216909,0.0006431511,0.00051775906,0.0450526335950111,0.0283983936752729,0.0053773648803575,0.04310897,0.03467984,0.003713254,678.3489,882.8021,820.66064,1071.0883,0.6274658993898043,0.5771689684696202
CONCEPT_55,longitude,CONCEPT_49,stores,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,longitude:stores:OC_ORACLE,stores longitude,stores longitude numeric,0.90410733,0.8419026557911501,1.0683157,1.1770341661992345,1.0806316,1.0752172891261178,0.1335225185704282,0.12768417128473,0.0006734336,0.00051956973,0.0446603821663238,0.027768512447327,0.0054870238178188,0.044136602,0.034141827,0.00395182,668.51404,883.1226,807.43787,1075.8677,0.6665376662247497,0.6097467636436331
CONCEPT_56,logo,CONCEPT_49,stores,OC_ORACLE,0,0,0,1,0,0,0,0,0,0,logo:stores:OC_ORACLE,stores logo,stores logo miscellaneous,0.871085,0.7803875814588777,1.1180255,1.0761742753462633,1.1135991,1.0869786285085168,0.1036199332261224,0.0944673362360483,0.00062271004,0.00061140215,0.039518659910193,0.0218043605403405,0.0046808303356962,0.040452827,0.039380044,0.0031881363,649.4425,881.67645,796.9326,1060.2941,0.6523978094421029,0.5904692398480992
CONCEPT_57,logo mime type,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,logo mime type:stores:OC_ORACLE,stores logo mime type,stores logo mime type text,0.9016919,0.993573542428708,1.1576283,1.2397532094785468,1.1526296,1.1234256638544105,0.2306370668878563,0.1798371496315486,0.0006266189,0.00061709835,0.0550119138723343,0.0353808357280943,0.0029795349464651,0.041084114,0.039968226,0.0012389739,747.74524,912.4723,894.2627,1099.015,0.7480913675487403,0.7645864777628603
CONCEPT_58,logo filename,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,logo filename:stores:OC_ORACLE,stores logo filename,stores logo filename text,0.86890984,0.8966430820849649,1.1140525,1.1489291989404733,1.1285332,1.114094860267398,0.1689774409148179,0.1349722694805891,0.00056733686,0.00055856945,0.0462505816236935,0.0271775118531295,0.006872747761044,0.038843077,0.03792202,0.0029283185,710.3572,878.5993,854.8272,1053.3942,0.6215129086925513,0.6159920395622263
CONCEPT_59,logo charset,CONCEPT_49,stores,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,logo charset:stores:OC_ORACLE,stores logo char set,stores logo char set text,0.8737936,0.980304618736908,1.137986,1.2595428335686527,1.134752,1.1126451732388318,0.225864753547108,0.1843332827861304,0.0006283009,0.00060023856,0.0549842644232203,0.0341463231125811,0.0042992480655344,0.04124434,0.03927851,0.0020999901,772.743,876.4453,920.95874,1076.0111,0.6889268503168919,0.7193357946574773
CONCEPT_60,logo last updated,CONCEPT_49,stores,OC_ORACLE,0,0,1,0,0,0,0,0,0,0,logo last updated:stores:OC_ORACLE,stores logo last updated,stores logo last updated date,0.8567953,0.9695636903504686,1.1140206,1.2689885681877764,1.1128106,1.09226532287085,0.2195279623315876,0.2006642741692308,0.0006020831,0.0005825293,0.0566107151725646,0.0401240118291869,0.0024261314216107,0.039749797,0.03838881,0.002311837,760.04285,866.8187,904.3675,1046.1995,0.6175928913687627,0.6552265852465925
CONCEPT_62,product id,CONCEPT_61,products,OC_ORACLE,1,0,0,0,1,0,0,0,0,0,product id:products:OC_ORACLE,products product id,products product id numeric primary key,0.69311446,0.5887913276542864,0.99348205,0.9648762080571028,0.9944245,0.988360035976974,0.0679427465693912,0.0293696406675975,0.0003092003,0.00010288911,0.0186310972319525,0.0123203425835454,0.0015285193162529,0.019708373,0.00676386,0.0015249024,576.4144,742.92456,696.12415,930.09503,0.18021071736751806,0.15659625020819384
CONCEPT_63,product name,CONCEPT_61,products,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,product name:products:OC_ORACLE,products product name,products product name text,0.767083,0.6117482589818009,0.9939085,0.974339999988685,0.99305993,0.9840381340106644,0.064143196769602,0.0390428776826283,0.00020196677,0.00018045884,0.0114804339618145,0.0094890339653518,0.0017283655352889,0.013336539,0.011904307,0.0013010635,556.1167,756.5707,680.7555,944.6081,0.21143947406806318,0.14516869634442
CONCEPT_64,unit price,CONCEPT_61,products,OC_ORACLE,1,0,0,0,0,0,0,0,0,0,unit price:products:OC_ORACLE,products unit price,products unit price numeric,0.8421993,0.7999109724732645,1.0425895,1.1428712170252988,1.0429002,1.0099664525767929,0.1557280616710181,0.11398056338141,0.00042723454,0.0003968334,0.0271951841794532,0.0241365011635865,0.0023610902344233,0.028837599,0.026987597,0.0018314883,644.3663,843.8185,756.92065,1015.1399,0.45483955193867737,0.42300611795792964
CONCEPT_65,product details,CONCEPT_61,products,OC_ORACLE,0,0,0,1,0,0,0,0,0,0,product details:products:OC_ORACLE,products product details,products product details miscellaneous,0.74232775,0.6443644674240466,0.99540263,0.9776805778960996,0.9951655,0.9952604569739092,0.0698213259796004,0.053625441228903,0.00024845745,0.00023752112,0.0155822965804935,0.0132328424223207,0.0074608544800153,0.01669615,0.015930464,0.0032398615,577.1468,787.81256,696.3872,983.37213,0.2491548727632784,0.21616818512305272
CONCEPT_66,product image,CONCEPT_61,products,OC_ORACLE,0,0,0,1,0,0,0,0,0,0,product image:products:OC_ORACLE,products product image,products product image miscellaneous,0.79818887,0.7135659917107186,0.9967823,0.9921692880358502,0.9983486,1.005698130510409,0.0873592803474935,0.0455738427542802,0.00026227767,0.00025140413,0.0148334656476691,0.0127866879550934,0.0033885779225137,0.017183574,0.016599054,0.0028318164,592.39655,794.0333,730.72064,979.7721,0.2919353022920649,0.2511977170720476
CONCEPT_67,image mime type,CONCEPT_61,products,OC_ORACLE,0,1,0,0,0,0,0,0,0,0,image mime type:products:OC_ORACLE,products image mime type,products image mime type text,0.8872706,0.981487220412693,1.0980984,1.2864166798603949,1.0949032,1.0922093444655452,0.2671430907164412,0.1527301465496853,0.00051669177,0.00051379646,0.0350697583920474,0.0334220411634126,0.0034404842342149,0.034145948,0.033937905,0.0014721473,731.2955,896.7176,867.64844,1092.1078,0.6419139607690632,0.6631358758105479
